pattern_type,pattern,size,example_qids
prefix,user i'm planning to surprise my,27,PartII_question_4911 | PartII_question_6413 | PartII_question_6938 | PartII_question_12507 | PartII_question_13753 | PartII_question_16370 | PartII_question_16448 | PartII_question_20620 | PartII_question_23221 | PartII_question_23434
prefix,user my family and i enjoy,27,PartII_question_5153 | PartII_question_16358 | PartII_question_22315 | PartII_question_27266 | PartII_question_27609 | PartII_question_27853 | PartII_question_28866 | PartII_question_30015 | PartII_question_38025 | PartII_question_40099
prefix,user my friend is a big,27,PartII_question_4502 | PartII_question_5041 | PartII_question_6981 | PartII_question_11592 | PartII_question_18721 | PartII_question_18903 | PartII_question_23805 | PartII_question_27350 | PartII_question_28596 | PartII_question_28793
prefix,user what is the first letter,27,PartII_question_74212 | PartII_question_74295 | PartII_question_74329 | PartII_question_74333 | PartII_question_74363 | PartII_question_74398 | PartII_question_74560 | PartII_question_74575 | PartII_question_74599 | PartII_question_74646
prefix,find a movie similar to pulp,26,leaderboard_bbh_movie_recommendation_question_2 | leaderboard_bbh_movie_recommendation_question_24 | leaderboard_bbh_movie_recommendation_question_30 | leaderboard_bbh_movie_recommendation_question_44 | leaderboard_bbh_movie_recommendation_question_66 | leaderboard_bbh_movie_recommendation_question_72 | leaderboard_bbh_movie_recommendation_question_98 | leaderboard_bbh_movie_recommendation_question_102 | leaderboard_bbh_movie_recommendation_question_104 | leaderboard_bbh_movie_recommendation_question_130
prefix,is fred a fan of liverpool,26,leaderboard_bbh_formal_fallacies_question_4 | leaderboard_bbh_formal_fallacies_question_18 | leaderboard_bbh_formal_fallacies_question_22 | leaderboard_bbh_formal_fallacies_question_28 | leaderboard_bbh_formal_fallacies_question_42 | leaderboard_bbh_formal_fallacies_question_56 | leaderboard_bbh_formal_fallacies_question_65 | leaderboard_bbh_formal_fallacies_question_71 | leaderboard_bbh_formal_fallacies_question_100 | leaderboard_bbh_formal_fallacies_question_109
prefix,user i am a football fan,26,PartII_question_3976 | PartII_question_4306 | PartII_question_5180 | PartII_question_8629 | PartII_question_11642 | PartII_question_13320 | PartII_question_16050 | PartII_question_16760 | PartII_question_24595 | PartII_question_24871
prefix,user i am a teacher and,26,PartII_question_2879 | PartII_question_4668 | PartII_question_8283 | PartII_question_10260 | PartII_question_10904 | PartII_question_12034 | PartII_question_16438 | PartII_question_17106 | PartII_question_17278 | PartII_question_18894
prefix,user i am interested in learning,26,PartII_question_3608 | PartII_question_6020 | PartII_question_6723 | PartII_question_7848 | PartII_question_11404 | PartII_question_12640 | PartII_question_18752 | PartII_question_21110 | PartII_question_22762 | PartII_question_25075
prefix,user i need to gather data,26,PartII_question_3601 | PartII_question_5860 | PartII_question_16280 | PartII_question_20353 | PartII_question_21445 | PartII_question_25729 | PartII_question_28103 | PartII_question_30257 | PartII_question_33549 | PartII_question_35128
prefix,user i'm a dj and i,26,PartII_question_3754 | PartII_question_7543 | PartII_question_11430 | PartII_question_11847 | PartII_question_13295 | PartII_question_14956 | PartII_question_17732 | PartII_question_26371 | PartII_question_28264 | PartII_question_28719
prefix,user i'm an investor and i,26,PartII_question_7879 | PartII_question_10459 | PartII_question_10541 | PartII_question_14836 | PartII_question_15623 | PartII_question_16377 | PartII_question_17081 | PartII_question_19145 | PartII_question_19294 | PartII_question_20419
prefix,user i'm interested in a specific,26,PartII_question_6269 | PartII_question_7085 | PartII_question_8318 | PartII_question_13298 | PartII_question_13385 | PartII_question_15318 | PartII_question_17087 | PartII_question_18577 | PartII_question_19676 | PartII_question_29245
prefix,user i'm organizing a football tournament,26,PartII_question_6457 | PartII_question_10272 | PartII_question_10844 | PartII_question_15362 | PartII_question_20646 | PartII_question_25592 | PartII_question_27393 | PartII_question_27577 | PartII_question_30931 | PartII_question_31369
prefix,user i'm organizing a virtual event,26,PartII_question_8460 | PartII_question_9344 | PartII_question_11201 | PartII_question_11203 | PartII_question_12753 | PartII_question_13600 | PartII_question_15480 | PartII_question_18160 | PartII_question_19218 | PartII_question_23324
prefix,user i'm planning to buy some,26,PartII_question_3261 | PartII_question_7956 | PartII_question_8617 | PartII_question_15257 | PartII_question_15631 | PartII_question_21292 | PartII_question_21746 | PartII_question_43615 | PartII_question_45286 | PartII_question_45537
prefix,user i'm starting a new job,26,PartII_question_3932 | PartII_question_10014 | PartII_question_12597 | PartII_question_13967 | PartII_question_14463 | PartII_question_16644 | PartII_question_17527 | PartII_question_19854 | PartII_question_20318 | PartII_question_22042
prefix,user i'm starting a new project,26,PartII_question_6401 | PartII_question_8274 | PartII_question_8334 | PartII_question_15108 | PartII_question_22989 | PartII_question_24186 | PartII_question_25013 | PartII_question_26262 | PartII_question_27192 | PartII_question_28850
prefix,user my friend is organizing a,26,PartII_question_3467 | PartII_question_5052 | PartII_question_8644 | PartII_question_11443 | PartII_question_14033 | PartII_question_14424 | PartII_question_14926 | PartII_question_20014 | PartII_question_22494 | PartII_question_26245
prefix,user how many consonants are there,25,PartII_question_74241 | PartII_question_74282 | PartII_question_74360 | PartII_question_74385 | PartII_question_74487 | PartII_question_74497 | PartII_question_74511 | PartII_question_74551 | PartII_question_74556 | PartII_question_74649
prefix,user how many syllables are there,25,PartII_question_74235 | PartII_question_74239 | PartII_question_74301 | PartII_question_74304 | PartII_question_74315 | PartII_question_74337 | PartII_question_74345 | PartII_question_74450 | PartII_question_74454 | PartII_question_74470
prefix,user i need information about the,25,PartII_question_5770 | PartII_question_6655 | PartII_question_13748 | PartII_question_16308 | PartII_question_22801 | PartII_question_24294 | PartII_question_24725 | PartII_question_25737 | PartII_question_26556 | PartII_question_29278
prefix,user i need to generate a,25,PartII_question_5796 | PartII_question_6503 | PartII_question_6605 | PartII_question_6834 | PartII_question_7737 | PartII_question_14941 | PartII_question_27688 | PartII_question_30421 | PartII_question_31049 | PartII_question_32838
prefix,user i need to send a,25,PartII_question_6992 | PartII_question_13381 | PartII_question_13899 | PartII_question_15304 | PartII_question_17937 | PartII_question_19872 | PartII_question_21979 | PartII_question_27329 | PartII_question_27457 | PartII_question_34978
prefix,user i need to update my,25,PartII_question_3265 | PartII_question_3384 | PartII_question_11622 | PartII_question_15706 | PartII_question_16054 | PartII_question_17061 | PartII_question_25890 | PartII_question_27031 | PartII_question_35039 | PartII_question_38218
prefix,user i'm a game reviewer and,25,PartII_question_4918 | PartII_question_8941 | PartII_question_9158 | PartII_question_14974 | PartII_question_19882 | PartII_question_26655 | PartII_question_34194 | PartII_question_35202 | PartII_question_36720 | PartII_question_39737
prefix,user i'm a league of legends,25,PartII_question_4336 | PartII_question_4653 | PartII_question_4740 | PartII_question_5142 | PartII_question_11363 | PartII_question_12204 | PartII_question_16807 | PartII_question_21159 | PartII_question_22642 | PartII_question_27483
prefix,user i'm a photographer and i,25,PartII_question_6059 | PartII_question_7312 | PartII_question_7916 | PartII_question_10697 | PartII_question_18355 | PartII_question_22968 | PartII_question_24844 | PartII_question_25284 | PartII_question_27201 | PartII_question_30405
prefix,user i'm a software developer and,25,PartII_question_11910 | PartII_question_12878 | PartII_question_14468 | PartII_question_14730 | PartII_question_18053 | PartII_question_19498 | PartII_question_22135 | PartII_question_24241 | PartII_question_24414 | PartII_question_27080
prefix,user i'm a teacher planning an,25,PartII_question_8743 | PartII_question_8868 | PartII_question_10006 | PartII_question_11154 | PartII_question_15189 | PartII_question_16219 | PartII_question_16287 | PartII_question_17193 | PartII_question_19678 | PartII_question_20369
prefix,user i'm interested in the latest,25,PartII_question_5526 | PartII_question_6904 | PartII_question_13891 | PartII_question_14309 | PartII_question_15496 | PartII_question_22636 | PartII_question_24070 | PartII_question_24896 | PartII_question_29182 | PartII_question_30009
prefix,user i'm organizing a stand up,25,PartII_question_3369 | PartII_question_11070 | PartII_question_11620 | PartII_question_11710 | PartII_question_11817 | PartII_question_13749 | PartII_question_17248 | PartII_question_27020 | PartII_question_34470 | PartII_question_38558
prefix,user i'm planning a stargazing trip,25,PartII_question_4547 | PartII_question_5597 | PartII_question_6564 | PartII_question_18890 | PartII_question_19222 | PartII_question_19347 | PartII_question_27949 | PartII_question_28397 | PartII_question_30613 | PartII_question_30852
prefix,user i'm planning a trivia night,25,PartII_question_11573 | PartII_question_13785 | PartII_question_23627 | PartII_question_25204 | PartII_question_25224 | PartII_question_25538 | PartII_question_30165 | PartII_question_30265 | PartII_question_31355 | PartII_question_32275
skeleton,this svg path element <path d m <num> <num> a <num> <num> <num> <num> <num> <num> <num> a <num> <num> <num> <num> <num> <num> <num> > draws a options a circle b heptagon c hexagon d kite e line f octagon g pentagon h rectangle i sector j triangle k ellipse,25,leaderboard_bbh_geometric_shapes_question_13 | leaderboard_bbh_geometric_shapes_question_16 | leaderboard_bbh_geometric_shapes_question_25 | leaderboard_bbh_geometric_shapes_question_36 | leaderboard_bbh_geometric_shapes_question_40 | leaderboard_bbh_geometric_shapes_question_50 | leaderboard_bbh_geometric_shapes_question_52 | leaderboard_bbh_geometric_shapes_question_94 | leaderboard_bbh_geometric_shapes_question_102 | leaderboard_bbh_geometric_shapes_question_120
prefix,user i am a football enthusiast,24,PartII_question_3536 | PartII_question_7656 | PartII_question_9034 | PartII_question_12815 | PartII_question_19821 | PartII_question_19949 | PartII_question_20636 | PartII_question_20720 | PartII_question_23959 | PartII_question_24063
prefix,user i need to change the,24,PartII_question_75206 | PartII_question_75209 | PartII_question_75245 | PartII_question_75257 | PartII_question_75349 | PartII_question_75431 | PartII_question_75516 | PartII_question_75599 | PartII_question_75642 | PartII_question_75686
prefix,user i need to validate a,24,PartII_question_20135 | PartII_question_25837 | PartII_question_27578 | PartII_question_28388 | PartII_question_32469 | PartII_question_36289 | PartII_question_40207 | PartII_question_42851 | PartII_question_43161 | PartII_question_43853
prefix,user i want to find out,24,PartII_question_17156 | PartII_question_18165 | PartII_question_18949 | PartII_question_19536 | PartII_question_22485 | PartII_question_24895 | PartII_question_25533 | PartII_question_26636 | PartII_question_28061 | PartII_question_42421
prefix,user i'm a climate change researcher,24,PartII_question_2823 | PartII_question_5477 | PartII_question_6246 | PartII_question_9373 | PartII_question_15861 | PartII_question_18493 | PartII_question_19266 | PartII_question_21733 | PartII_question_22139 | PartII_question_23024
prefix,user i'm a game developer working,24,PartII_question_6251 | PartII_question_9745 | PartII_question_10849 | PartII_question_13878 | PartII_question_20196 | PartII_question_21336 | PartII_question_21366 | PartII_question_26007 | PartII_question_28024 | PartII_question_35077
prefix,user i'm a nature lover and,24,PartII_question_3278 | PartII_question_4518 | PartII_question_17135 | PartII_question_17951 | PartII_question_23705 | PartII_question_26109 | PartII_question_27931 | PartII_question_28979 | PartII_question_29231 | PartII_question_29895
prefix,user i'm a student researching the,24,PartII_question_3081 | PartII_question_3662 | PartII_question_8725 | PartII_question_21123 | PartII_question_21865 | PartII_question_22648 | PartII_question_26085 | PartII_question_28449 | PartII_question_29556 | PartII_question_34654
prefix,user i'm a weather enthusiast and,24,PartII_question_5552 | PartII_question_14019 | PartII_question_16659 | PartII_question_23939 | PartII_question_24381 | PartII_question_24841 | PartII_question_27385 | PartII_question_30335 | PartII_question_39116 | PartII_question_39890
prefix,user i'm hosting a party and,24,PartII_question_4362 | PartII_question_6909 | PartII_question_8682 | PartII_question_10196 | PartII_question_12193 | PartII_question_15922 | PartII_question_17776 | PartII_question_20455 | PartII_question_20840 | PartII_question_24898
prefix,user i'm planning a virtual game,24,PartII_question_6928 | PartII_question_11858 | PartII_question_16042 | PartII_question_16408 | PartII_question_17914 | PartII_question_18193 | PartII_question_18226 | PartII_question_19824 | PartII_question_22639 | PartII_question_26757
prefix,user i'm planning to start an,24,PartII_question_4021 | PartII_question_7689 | PartII_question_10135 | PartII_question_11036 | PartII_question_23503 | PartII_question_23669 | PartII_question_23905 | PartII_question_25588 | PartII_question_25661 | PartII_question_29927
prefix,user i'm preparing a presentation on,24,PartII_question_8097 | PartII_question_9942 | PartII_question_15392 | PartII_question_18757 | PartII_question_19581 | PartII_question_20860 | PartII_question_22305 | PartII_question_23359 | PartII_question_26320 | PartII_question_28717
prefix,user is it possible to get,24,PartII_question_3273 | PartII_question_6700 | PartII_question_12319 | PartII_question_13882 | PartII_question_15341 | PartII_question_18535 | PartII_question_18784 | PartII_question_26704 | PartII_question_26918 | PartII_question_27047
prefix,user my company is expanding to,24,PartII_question_5695 | PartII_question_8236 | PartII_question_11944 | PartII_question_13727 | PartII_question_13953 | PartII_question_14396 | PartII_question_14574 | PartII_question_20494 | PartII_question_22273 | PartII_question_34784
prefix,user my company wants to analyze,24,PartII_question_3849 | PartII_question_4354 | PartII_question_4808 | PartII_question_5979 | PartII_question_18508 | PartII_question_22158 | PartII_question_26633 | PartII_question_30060 | PartII_question_34301 | PartII_question_39712
prefix,user my friend and i are,24,PartII_question_4406 | PartII_question_4686 | PartII_question_9368 | PartII_question_14136 | PartII_question_23189 | PartII_question_23830 | PartII_question_24307 | PartII_question_26103 | PartII_question_29803 | PartII_question_30921
prefix,what is the ascii code of,24,ToolHop_Tool_question_3 | ToolHop_Tool_question_54 | ToolHop_Tool_question_62 | ToolHop_Tool_question_64 | ToolHop_Tool_question_67 | ToolHop_Tool_question_80 | ToolHop_Tool_question_138 | ToolHop_Tool_question_148 | ToolHop_Tool_question_149 | ToolHop_Tool_question_159
prefix,what is the name of the,24,leaderboard_ifeval_question_401 | leaderboard_ifeval_question_539 | leaderboard_mmlu_pro_question_1344 | leaderboard_mmlu_pro_question_6627 | leaderboard_mmlu_pro_question_10501 | leaderboard_mmlu_pro_question_11211 | leaderboard_mmlu_pro_question_11236 | GAIA_Level_1_question_57 | GAIA_Level_1_question_92 | GAIA_Level_1_question_158
prefix,what is the sum of the,24,leaderboard_math_algebra_hard_question_266 | leaderboard_math_geometry_hard_question_69 | leaderboard_math_num_theory_hard_question_99 | leaderboard_math_num_theory_hard_question_118 | leaderboard_math_prealgebra_hard_question_37 | ToolHop_Tool_question_42 | ToolHop_Tool_question_47 | ToolHop_Tool_question_50 | ToolHop_Tool_question_66 | ToolHop_Tool_question_111
skeleton,this svg path element <path d m <num> <num> l <num> <num> > draws a options a circle b heptagon c hexagon d kite e line f octagon g pentagon h rectangle i sector j triangle,24,leaderboard_bbh_geometric_shapes_question_17 | leaderboard_bbh_geometric_shapes_question_23 | leaderboard_bbh_geometric_shapes_question_29 | leaderboard_bbh_geometric_shapes_question_41 | leaderboard_bbh_geometric_shapes_question_56 | leaderboard_bbh_geometric_shapes_question_73 | leaderboard_bbh_geometric_shapes_question_95 | leaderboard_bbh_geometric_shapes_question_100 | leaderboard_bbh_geometric_shapes_question_104 | leaderboard_bbh_geometric_shapes_question_108
prefix,on the table you see a,23,leaderboard_bbh_reasoning_about_colored_objects_question_2 | leaderboard_bbh_reasoning_about_colored_objects_question_12 | leaderboard_bbh_reasoning_about_colored_objects_question_13 | leaderboard_bbh_reasoning_about_colored_objects_question_29 | leaderboard_bbh_reasoning_about_colored_objects_question_34 | leaderboard_bbh_reasoning_about_colored_objects_question_43 | leaderboard_bbh_reasoning_about_colored_objects_question_45 | leaderboard_bbh_reasoning_about_colored_objects_question_90 | leaderboard_bbh_reasoning_about_colored_objects_question_121 | leaderboard_bbh_reasoning_about_colored_objects_question_133
prefix,user i am a fan of,23,PartII_question_2709 | PartII_question_7531 | PartII_question_12104 | PartII_question_15240 | PartII_question_30859 | PartII_question_31360 | PartII_question_35571 | PartII_question_36292 | PartII_question_43869 | PartII_question_46467
prefix,user i am a food blogger,23,PartII_question_4113 | PartII_question_6616 | PartII_question_12514 | PartII_question_16992 | PartII_question_21885 | PartII_question_22115 | PartII_question_22933 | PartII_question_26963 | PartII_question_27501 | PartII_question_30756
prefix,user i am a football coach,23,PartII_question_3290 | PartII_question_6500 | PartII_question_8041 | PartII_question_16278 | PartII_question_16318 | PartII_question_16540 | PartII_question_31429 | PartII_question_34260 | PartII_question_36623 | PartII_question_43315
prefix,user i am organizing a team,23,PartII_question_9385 | PartII_question_10339 | PartII_question_14120 | PartII_question_19214 | PartII_question_22055 | PartII_question_22964 | PartII_question_31754 | PartII_question_32293 | PartII_question_32676 | PartII_question_34483
prefix,user i am writing a book,23,PartII_question_17206 | PartII_question_23257 | PartII_question_23509 | PartII_question_24513 | PartII_question_39459 | PartII_question_41357 | PartII_question_45941 | PartII_question_46173 | PartII_question_47797 | PartII_question_48028
prefix,user i need a list of,23,PartII_question_7603 | PartII_question_17740 | PartII_question_20656 | PartII_question_21114 | PartII_question_24362 | PartII_question_24510 | PartII_question_25173 | PartII_question_25886 | PartII_question_32106 | PartII_question_32261
prefix,user i need to access the,23,PartII_question_5280 | PartII_question_5521 | PartII_question_6291 | PartII_question_10186 | PartII_question_15389 | PartII_question_18420 | PartII_question_19364 | PartII_question_22092 | PartII_question_22745 | PartII_question_35346
prefix,user i need to get the,23,PartII_question_11663 | PartII_question_13351 | PartII_question_16457 | PartII_question_16665 | PartII_question_17948 | PartII_question_19083 | PartII_question_19591 | PartII_question_19881 | PartII_question_21026 | PartII_question_24293
prefix,user i need to track the,23,PartII_question_3116 | PartII_question_3377 | PartII_question_6521 | PartII_question_15560 | PartII_question_17065 | PartII_question_18727 | PartII_question_26016 | PartII_question_28189 | PartII_question_37129 | PartII_question_40995
prefix,user i want to start my,23,PartII_question_5253 | PartII_question_5950 | PartII_question_14998 | PartII_question_24375 | PartII_question_27985 | PartII_question_28757 | PartII_question_29109 | PartII_question_30131 | PartII_question_30597 | PartII_question_35490
